Ticker,PC1,PC2,PC3,PC4,PC5,PC6
OPEN,0.8254874086996467,0.5637063795572637,-0.011155929339833132,-0.006895202075926156,-0.02123755737384381,-0.011776486250213183
GLD,0.011111879388819301,-0.007858319745872921,-0.019194209656623953,-0.005419252867106775,0.17258189935983992,0.5662952094389614
TLT,0.015470056225041651,0.006221218232890814,-0.003916349214669657,-0.009702227036330181,0.14743007633098512,0.7936988771784481
TQQQ,0.38776450123140555,-0.5488974618823166,-0.22827283493058592,0.05671607246465026,0.6810740836063724,-0.16443935728227527
TSLA,0.2774828436108473,-0.39467996199410843,0.8518847024760422,0.07167830726232746,-0.1833239081753393,0.04975081050534481
META,0.17509982112752398,-0.27005981272234636,-0.3516390371963377,0.7352853275364493,-0.4696097297880188,0.10618030381799753
NVDA,0.2453360089809322,-0.3900534096668877,-0.31309063193385717,-0.6714387158773597,-0.4796102227670572,0.091779301672671
